name,faction,start_date,end_date
Джига Микола Васильович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2011-02-04
Джоджик Ярослав Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-12-25,
Добряк Євген Дмитрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Добряк Євген Дмитрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Довгий Станіслав Олексійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,2010-10-05
Довгий Станіслав Олексійович,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2010-10-05,2010-11-19
Довгий Станіслав Олексійович,Фракція Народної Партії у Верховній Раді України,2010-11-19,
Доній Олександр Сергійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Дончак Володимир Андрійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Дончак Володимир Андрійович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Дубіль Валерій Олександрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2008-06-03,2010-11-16
Дубіль Валерій Олександрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Дубовой Олександр Федорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Дубовой Олександр Федорович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Євтухов Василь Іванович,Фракція Партії регіонів у Верховній Раді України,2011-02-15,
Єгоренко Тамара Василівна,Фракція Партії регіонів у Верховній Раді України,2010-03-02,
Єгоров Олександр Миколайович,Фракція Партії регіонів у Верховній Раді України,2010-04-27,
Єдін Олександр Йосипович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Єресько Ігор Геннадійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Єресько Ігор Геннадійович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Єфремов Олександр Сергійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Єхануров Юрій Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,2007-12-19
Жванія Давид Важаєвич,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Жебрівський Павло Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Жеваго Костянтин Валентинович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Жеваго Костянтин Валентинович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Журавко Олексій Валерійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Журавський Віталій Станіславович,Фракція Партії регіонів у Верховній Раді України,2012-04-24,
Забарський Владислав Валерійович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Забзалюк Роман Омелянович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Забзалюк Роман Омелянович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2011-12-23
Забзалюк Роман Омелянович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2012-01-10,2012-02-08
Забзалюк Роман Омелянович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2012-02-08,
Заблоцький Віталій Петрович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Задирко Геннадій Олександрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2009-10-08
Задирко Геннадій Олександрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2010-03-02,2010-09-21
Задирко Геннадій Олександрович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Заєць Іван Олександрович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Зарубінський Олег Олександрович,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2007-11-23,2010-11-19
Зарубінський Олег Олександрович,Фракція Народної Партії у Верховній Раді України,2010-11-19,
Зарудний Олексій Борисович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-12-25,2008-05-23
Засуха Тетяна Володимирівна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Зац Олександр Вікторович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Зварич Ігор Теодорович,Фракція Партії регіонів у Верховній Раді України,2011-02-15,
Зварич Роман Михайлович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Звягільський Юхим Леонідович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Зейналов Едуард Джангірович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-12-25,2011-12-06
Зімін Євген Ігорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Зімін Євген Ігорович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Злочевський Микола Владиславович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2011-02-04
Зозуля Руслан Петрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Зозуля Руслан Петрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2011-10-18
Зубанов Володимир Олександрович,Фракція Партії регіонів у Верховній Раді України,2010-04-27,
Зубець Михайло Васильович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Зубик Володимир Володимирович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Зубов Валентин Сергійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Зубов Валентин Сергійович,Фракція Партії регіонів у Верховній Раді України,2010-10-08,
Іваненко Володимир Григорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Іваненко Володимир Григорович,Фракція Партії регіонів у Верховній Раді України,2010-10-05,
Іванющенко Юрій Володимирович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Ілляшов Григорій Олексійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2011-02-04
Ісаєв Леонід Олексійович,Фракція Партії регіонів у Верховній Раді України,2010-06-01,
Калетнік Григорій Миколайович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Калєтнік Ігор Григорович,Фракція Комуністичної партії України,2007-11-23,2011-02-04
Кальченко Валерій Михайлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Кальченко Валерій Михайлович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Калюжний Віталій Анатолійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Камчатний Валерій Григорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Камчатний Валерій Григорович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Каплієнко Володимир Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2009-10-08
Каплієнко Володимир Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2010-03-02,2010-09-21
Каплієнко Володимир Володимирович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Каракай Юрій Васильович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Кармазін Юрій Анатолійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Карпук Володимир Георгійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Каськів Владислав Володимирович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,2012-02-23
Касянюк Олександр Ростиславович,Фракція Партії регіонів у Верховній Раді України,2010-04-27,
Катеринчук Микола Дмитрович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Келестин Валерій Васильович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Кеменяш Олександр Михайлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Кеменяш Олександр Михайлович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Кендзьор Ярослав Михайлович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-12-25,
Кий Сергій Вікторович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Кириленко В'ячеслав Анатолійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Кириленко Іван Григорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Кириленко Іван Григорович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Кирильчук Євген Іванович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Кирильчук Євген Іванович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Киричок Олександр Едуардович,Фракція Партії регіонів у Верховній Раді України,2010-06-01,
Кисельов Василь Олексійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2009-10-09
Кисельов Василь Олексійович,Фракція Партії регіонів у Верховній Раді України,2010-10-05,
Ківалов Сергій Васильович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Кілінкаров Спірідон Павлович,Фракція Комуністичної партії України,2007-11-23,
Кінах Анатолій Кирилович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Клименко Олександр Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Климець Павло Анатолійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Клімов Леонід Михайлович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Клюєв Андрій Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-03-11
Клюєв Сергій Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Ключковський Юрій Богданович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Князевич Руслан Петрович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Ковалевська Юлія Сергіївна,Фракція Партії регіонів у Верховній Раді України,2010-04-27,
Коваль Вячеслав Станіславович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Ковальова Юлія Вікторівна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Ковзель Микола Олегович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Ковзель Микола Олегович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Кожара Леонід Олександрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Кожем'якін Андрій Анатолійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Кожем'якін Андрій Анатолійович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Козак Володимир Васильович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2011-05-19
Козуб Олександр Андрійович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Колесніков Борис Вікторович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-03-11
Колесніченко Вадим Васильович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Колєсніков Дмитро Валерійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-03-11
Колоцей Юрій Олександрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Комар Микола Степанович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Кондратюк Олена Костянтинівна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Кондратюк Олена Костянтинівна,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Коновалюк Валерій Ілліч,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Константинов Євген Семенович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Константинов Євген Семенович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Корж Віктор Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Корж Віталій Терентійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Корж Віталій Терентійович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Корж Павло Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Коржев Анатолій Леонідович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Корнійчук Євген Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2008-05-23
Королевська Наталія Юріївна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Королевська Наталія Юріївна,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2012-03-14
Коротюк Вадим Іванович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Коротюк Вадим Іванович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2012-07-30
Коротюк Вадим Іванович,Фракція Партії регіонів у Верховній Раді України,2012-09-18,
Косів Михайло Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Косів Михайло Васильович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Костенко Павло Іванович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Костенко Павло Іванович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Костенко Юрій Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Костусєв Олексій Олексійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-05-21
Кошин Сергій Мефодійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-12-25,2010-11-16
Кошин Сергій Мефодійович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Кравець Андрій Віталійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-03-12
Кравченко Микола Васильович,Фракція Комуністичної партії України,2007-11-23,
Кравчук Василь Петрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-12-25,2010-11-16
Кравчук Василь Петрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Кравчук Петро Костянтинович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2008-05-23
Крайній Валерій Григорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Крайній Валерій Григорович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Кріль Ігор Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Круглов Микола Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-04-16
Крук Юрій Борисович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Крук Юрій Борисович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Крупко Петро Миколайович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2007-12-19
Круць Микола Федорович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-12-25,
Кузьменко Петро Павлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Кузьменко Петро Павлович,Фракція Партії регіонів у Верховній Раді України,2010-10-05,
Кузьмук Олександр Іванович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Куйбіда Василь Степанович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,2007-12-19
