name,faction,start_date,end_date
Барвіненко Віталій Дмитрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Барвіненко Віталій Дмитрович,Фракція Партії регіонів у Верховній Раді України,2011-02-15,
Бахтеєва Тетяна Дмитрівна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Бевз Валерій Ананійович,Фракція Комуністичної партії України,2007-11-23,
Бевзенко Валерій Федорович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Белоусова Ірина Анатоліївна,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2007-11-23,2010-11-19
Белоусова Ірина Анатоліївна,Фракція Народної Партії у Верховній Раді України,2010-11-19,
Бережна Ірина Григоріївна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Березкін Станіслав Семенович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2011-02-15,2011-03-01
Березкін Станіслав Семенович,Фракція Партії регіонів у Верховній Раді України,2011-03-01,
Білаш Борис Федорович,Фракція Партії регіонів у Верховній Раді України,2012-03-13,
Білий Олексій Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Білозір Оксана Володимирівна,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Білорус Олег Григорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2010-09-21,2010-11-16
Білорус Олег Григорович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Бірюк Лев Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Бірюк Лев Васильович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Бобильов Олександр Фадійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2008-12-25,2011-02-01
Бобильов Олександр Фадійович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Богатирьова Раїса Василівна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2008-05-23
Богдан Руслан Дмитрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Богдан Руслан Дмитрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2011-02-01
Богдан Руслан Дмитрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2012-07-03,
Богословська Інна Германівна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2009-06-23
Богословська Інна Германівна,Фракція Партії регіонів у Верховній Раді України,2010-10-05,
Богуслаєв Вячеслав Олександрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Боднар Ольга Борисівна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Боднар Ольга Борисівна,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Бойко Юрій Анатолійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-03-11
Болдирєв Юрій Олександрович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Болюра Антоніна Володимирівна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-12-25,2010-11-16
Болюра Антоніна Володимирівна,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Бондар Олександр Миколайович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Бондаренко Віктор Вікторович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Бондаренко Володимир Дмитрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Бондаренко Володимир Дмитрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Бондаренко Олена Анатоліївна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Бондаренко Олена Федорівна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Бондаренко Олена Федорівна,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Бондарєв Костянтин Анатолійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Бондарєв Костянтин Анатолійович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Бондик Валерій Анатолійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Борисов Валерій Дмитрович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,2011-06-16
Борисов Валерій Дмитрович,Фракція Партії регіонів у Верховній Раді України,2011-06-16,
Бородін Всеволод Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Бородін Всеволод Володимирович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Борт Віталій Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Боярчук Олексій Валерійович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,2011-02-04
Буджерак Олександр Олександрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Буджерак Олександр Олександрович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Букаєв Валерій Олександрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2009-01-25
Бурлаков Павло Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-04-16
Буряк Олександр Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Буряк Олександр Васильович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2010-12-02
Буряк Сергій Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2008-05-23
Бут Юрій Анатолійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,2011-03-01
Бут Юрій Анатолійович,Фракція Партії регіонів у Верховній Раді України,2011-03-01,
Вакарчук Святослав Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,2008-12-16
Васадзе Таріел Шакрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Васадзе Таріел Шакрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2010-12-02
Васадзе Таріел Шакрович,Фракція Партії регіонів у Верховній Раді України,2011-09-06,
Василенко Сергій Володимирович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-12-25,2012-07-03
Василенко Сергій Володимирович,Фракція Партії регіонів у Верховній Раді України,2012-07-03,
Васильєв Геннадій Андрійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Васильєв Олександр Андрійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Васютін Сергій Іванович,Фракція Партії регіонів у Верховній Раді України,2010-04-27,
Ващук Катерина Тимофіївна,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2007-11-23,2010-11-19
Ващук Катерина Тимофіївна,Фракція Народної Партії у Верховній Раді України,2010-11-19,
Веліжанський Сергій Костянтинович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Веліжанський Сергій Костянтинович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Веревський Андрій Михайлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Веревський Андрій Михайлович,Фракція Партії регіонів у Верховній Раді України,2010-10-05,
Вернидубов Іван Васильович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Ветвицький Дмитро Олександрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Ветвицький Дмитро Олександрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2011-02-01
Вечерко Володимир Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Вілкул Олександр Юрійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-04-16
Вінський Йосип Вікентійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2007-12-19
Власенко Сергій Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2008-06-03,2010-11-16
Власенко Сергій Володимирович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Волинець Євгеній Валерійович,Фракція Комуністичної партії України,2007-11-23,
Волинець Михайло Якович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Волинець Михайло Якович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Волков Олександр Анатолійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Воропаєв Юрій Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Воротнюк Ігор Борисович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
В'язівський Володимир Михайлович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Гайдаєв Юрій Олександрович,Фракція Комуністичної партії України,2007-11-23,
Ганущак Юрій Іванович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2011-10-18,
Гасюк Петро Петрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Гасюк Петро Петрович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2010-12-02
Гасюк Петро Петрович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Гацько Валерій Петрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Гацько Валерій Петрович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Гейман Олег Айзікович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-21
Гейман Олег Айзікович,"Група ""Реформи заради майбутнього"" у Верховній Раді України",2011-02-16,
Герасимов Іван Олександрович,Фракція Комуністичної партії України,2007-11-23,2008-06-04
Герасимчук Володимир Володимирович,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2007-11-23,2010-11-19
Герасимчук Володимир Володимирович,Фракція Народної Партії у Верховній Раді України,2010-11-19,
Герасим'юк Ольга Володимирівна,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Геращенко Ірина Володимирівна,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Герман Ганна Миколаївна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2010-03-12
Гєллєр Євгеній Борисович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Глазунов Сергій Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Глусь Степан Карлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Глусь Степан Карлович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,2010-12-02
Глусь Степан Карлович,Фракція Партії регіонів у Верховній Раді України,2011-03-16,
Глущенко Ігор Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Гнаткевич Юрій Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Гнаткевич Юрій Васильович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Головатий Сергій Петрович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Головченко Ігор Борисович,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2007-11-23,2010-11-19
Головченко Ігор Борисович,Фракція Народної Партії у Верховній Раді України,2010-11-19,2012-04-07
Голуб Олександр Володимирович,Фракція Комуністичної партії України,2007-11-23,
Горбаль Василь Михайлович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Горбатюк Анатолій Олексійович,Фракція Партії регіонів у Верховній Раді України,2010-03-30,
Гордієнко Сергій Володимирович,Фракція Комуністичної партії України,2007-11-23,
Горіна Ірина Анатоліївна,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Горошкевич Олександр Сергійович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Грач Леонід Іванович,Фракція Комуністичної партії України,2007-11-23,2010-12-17
Гривковський Вадим Олександрович,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2007-11-23,2010-11-19
Гривковський Вадим Олександрович,Фракція Народної Партії у Верховній Раді України,2010-11-19,
Григорович Лілія Степанівна,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Гримчак Юрій Миколайович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Гриневецький Сергій Рафаїлович,"Фракція ""Блок Литвина"" (Народна Партія, Трудова партія України) у Верховній Раді України",2007-11-23,2010-11-19
Гриневецький Сергій Рафаїлович,Фракція Народної Партії у Верховній Раді України,2010-11-19,
Гринів Ігор Олексійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Гринів Ігор Олексійович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Грицак Василь Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Гриценко Анатолій Степанович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Губський Богдан Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-08
Гудима Олександр Миколайович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-12-25,2010-11-16
Гудима Олександр Миколайович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Гуменюк Ігор Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Гуменюк Олег Іванович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Гуреєв Василь Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Гусаров Сергій Миколайович,Фракція Партії регіонів у Верховній Раді України,2010-04-27,
Давиденко Андрій Анатолійович,"Фракція Блоку ""НАША УКРАЇНА – НАРОДНА САМООБОРОНА"": Народний Союз ""Наша Україна"", Політична партія ""Вперед, Україно!"", Народний Рух України, Українська Народна Партія, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз, Європейська партія України, Громадянська партія ""ПОРА"", Партія захисників Вітчизни",2007-11-23,
Давимука Степан Антонович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Давимука Степан Антонович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Даниленко Володимир Андрійович,Фракція Комуністичної партії України,2008-06-18,
Данілов Віталій Богданович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-11-16
Данілов Віталій Богданович,"Фракція ""Блок Юлії Тимошенко - ""Батьківщина""",2010-11-16,
Дарда Олександр Панасович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Дейч Борис Давидович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Демидко Володимир Миколайович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Демішкан Володимир Федорович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,2011-02-04
Демчишен Василь Васильович,Фракція Партії регіонів у Верховній Раді України,2010-04-27,
Демянко Микола Іванович,Фракція Партії регіонів у Верховній Раді України,2007-11-23,
Дем'янчук Вікторія Олександрівна,Фракція Комуністичної партії України,2007-11-23,
Денісова Людмила Леонтіївна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2007-12-19
Денькович Іван Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об’єднання ""Батьківщина"", Українська соціал-демократична партія , партія  ""Реформи і Порядок"")",2007-11-23,2010-09-08
