name,faction,start_date,end_date
Топалов Сергій Валерійович,Фракція Комуністичної партії України,2012-12-12,2014-05-13
Труханов Геннадій Леонідович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Труханов Геннадій Леонідович,"Група ""Економічний розвиток""",2014-02-24,
Турманов Віктор Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-11
Турчинов Олександр Валентинович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-02-22
Тягнибок Андрій Ярославович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Тягнибок Олег Ярославович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Фабрикант Світлана Самуілівна,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Фаєрмарк Сергій Олександрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Фаріон Ірина Дмитрівна,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Федорук Микола Трохимович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Федорчук Ярослав Петрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Федоряк Геннадій Дмитрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Фельдман Олександр Борисович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Фищук Олександр Георгійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Фірсов Єгор Павлович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2014-05-13,
Фурман Олексій Юрійович,"Фракція Всеукраїнське об'єднання ""Свобода""",2014-03-11,
Фурсін Іван Геннадійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-23
Фурсін Іван Геннадійович,"Група ""Суверенна європейська Україна""",2014-02-27,
Ханенко Святослав Михайлович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Хмельницький Василь Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Хмельницький Василь Іванович,"Група ""Суверенна європейська Україна""",2014-02-27,
Хміль Михайло Михайлович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Хомутиннік Віталій Юрійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Хомутиннік Віталій Юрійович,"Група ""Економічний розвиток""",2014-02-24,
Царьов Олег Анатолійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Цибенко Петро Степанович,Фракція Комуністичної партії України,2012-12-12,2014-07-24
Циркін Ігор Маркович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-07-03
Циркін Ігор Маркович,"Група ""Економічний розвиток""",2014-07-22,
Чернега Роман Тарасович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Черняков Валерій Вікторович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,2014-04-01
Чертков Юрій Дмитрович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Чечетов Михайло Васильович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Чорна Галина Михайлівна,"Фракція Всеукраїнське об'єднання ""Свобода""",2014-04-09,
Чорноволенко Олександр Віленович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Чуб Володимир Євгенович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-06-03
Чуб Володимир Євгенович,"Група ""За мир та стабільність""",2014-07-02,
Чубатенко Олександр Миколайович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2014-03-25,
Чугунніков Віталій Семенович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Чумак Віктор Васильович,"Фракція Політичної партії ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2012-12-12,
Шаблатович Олег Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-04-08
Шаповалов Юрій Анатолійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-20
Шаповалов Юрій Анатолійович,"Група ""Суверенна європейська Україна""",2014-02-27,
Шаров Ігор Федорович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Шаров Ігор Федорович,"Група ""Суверенна європейська Україна""",2014-02-27,
Шатворян Вілен Григорович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Швайка Ігор Олександрович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,2014-02-28
Швець Віктор Дмитрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Шевченко Андрій Віталійович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Шевченко Олександр Оксеньтійович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Шевчук Олег Борисович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2014-03-25,
Шенцев Дмитро Олексійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Шипко Андрій Федорович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-27
Шипко Андрій Федорович,"Група ""Економічний розвиток""",2014-02-28,
Шкварилюк Володимир Васильович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Шкіря Ігор Миколайович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Шлемко Дмитро Васильович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Шпенов Дмитро Юрійович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Шугало Роман Васильович,Фракція Комуністичної партії України,2012-12-12,2014-07-04
Шугало Роман Васильович,"Група ""За мир та стабільність""",2014-07-04,
Шульга Володимир Петрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Шуфрич Нестор Іванович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,
Щербань Артем Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-22
Щербань Артем Володимирович,"Група ""Економічний розвиток""",2014-02-24,
Яворівський Володимир Олександрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,
Янків Ігор Тарасович,"Фракція Всеукраїнське об'єднання ""Свобода""",2012-12-12,
Янукович Віктор Вікторович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-05-13
Ярема Віталій Григорович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-05-13
Яценко Антон Володимирович,Фракція ПАРТІЇ РЕГІОНІВ у Верховній Раді України сьомого скликання,2012-12-12,2014-02-21
Яценко Антон Володимирович,"Група ""Економічний розвиток""",2014-02-24,
Яценюк Арсеній Петрович,"Фракція Всеукраїнського об'єднання ""Батьківщина""",2012-12-12,2014-02-28
