name,faction,start_date,end_date
Скибінецький Олександр Матвійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Скубашевський Станіслав Валеріанович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Скубенко Володимир Петрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Скудар Георгій Маркович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Слаута Віктор Андрійович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Слободянюк Володимир Йосипович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Смітюх Григорій Євдокимович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Сокирко Микола Васильович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Сокіл Андрій Олексійович,Фракція Партії регіонів у Верховній Раді України,2006-12-20,
Сподаренко Іван Васильович,Фракція Соціалістичної партії України,2006-05-25,
Стасів Любов Володимирівна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Сташевський Станіслав Телісфорович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Стоян Олександр Миколайович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Стретович Володимир Миколайович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Сулковський Павло Гнатович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Суслов Євгеній Іванович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Сухий Ярослав Михайлович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Сушкевич Валерій Михайлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Табачнік Яків Піневич,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Танюк Леонід Степанович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Таран-Терен Віктор Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Тарасов Володимир Володимирович,Фракція Соціалістичної партії України,2006-05-25,
Тарасюк Борис Іванович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,2006-09-12
Тедеєв Ельбрус Сосланович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Терьохін Сергій Анатолійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Тимошенко Юлія Володимирівна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Тихонов Віктор Миколайович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Ткаченко Володимир Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Ткаченко Олександр Миколайович,Фракція Комуністичної партії України,2006-05-25,
Толстенко Володимир Леонідович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,2006-09-21
Томенко Микола Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Тополов Віктор Семенович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Третьяков Олександр Юрійович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Триндюк Юрій Григорович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Тулуб Сергій Борисович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,2006-09-12
Турманов Віктор Іванович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Турчинов Олександр Валентинович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Удовенко Геннадій Йосипович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Урбанський Ігор Анатолійович,Фракція Соціалістичної партії України,2006-11-17,
Фалько Володимир Іванович,Фракція Партії регіонів у Верховній Раді України,2006-09-14,
Федорчук Ярослав Петрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Федун Олексій Леонідович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Фельдман Олександр Борисович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Фесенко Леонід Іванович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Філіндаш Євген Васильович,Фракція Соціалістичної партії України,2006-05-25,
Хара Василь Георгійович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Хмельницький Василь Іванович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Хомутиннік Віталій Юрійович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Цапюк Степан Кирилович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Царьов Олег Анатолійович,Фракція Партії регіонів у Верховній Раді України,2006-06-14,
Цибенко Петро Степанович,Фракція Комуністичної партії України,2006-05-25,
Цушко Василь Петрович,Фракція Соціалістичної партії України,2006-05-25,2006-12-14
Цюрко Петро Іванович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Чепинога Віталій Михайлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Червонописький Сергій Васильович,Фракція Соціалістичної партії України,2006-05-25,
Черноморов Олександр Миколайович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Чертков Юрій Дмитрович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Чечетов Михайло Васильович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Чичков Валерій Михайлович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Чмир Юрій Павлович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Чмирь Сергій Михайлович,Фракція Соціалістичної партії України,2006-05-25,
Чорновіл Тарас Вячеславович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Чорноволенко Олександр Віленович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Чубаров Рефат Абдурахманович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Чудновський Віталій Олегович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Чукмасов Сергій Олександрович,Фракція Соціалістичної партії України,2006-05-25,
Шаго Євген Петрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шаманов Валерій Вікторович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Швець Віктор Дмитрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шевченко Андрій Віталійович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шевчук Сергій Володимирович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шенцев Дмитро Олексійович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Шепелев Олександр Олександрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шибко Віталій Якович,Фракція Соціалістичної партії України,2006-05-25,
Шишкіна Зоя Леонідівна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шкіль Андрій Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шкіря Ігор Миколайович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Шкляр Володимир Борисович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-09-22,
Шкрібляк Анатолій Васильович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Шкутяк Зіновій Васильович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Шлемко Дмитро Васильович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Шпиг Федір Іванович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Шустік Олена Юріївна,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Щербань Артем Володимирович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Ющенко Петро Андрійович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Яворівський Володимир Олександрович,"Фракція ""Блок Юлії Тимошенко"" (політичних партій ""Всеукраїнське об'єднання ""Батьківщина"", Українська соціал-демократична партія)",2006-05-25,
Ядуха Василь Степанович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Якименко Микола Євгенійович,Фракція Партії регіонів у Верховній Раді України,2006-09-14,
Яковина Микола Михайлович,"Фракція Блоку ""НАША УКРАЇНА"": політична партія ""Народний Союз Наша Україна"", Народний Рух України, Партія промисловців і підприємців України, Конгрес Українських Націоналістів, Українська республіканська партія ""Собор"", Партія Християнсько-Демократичний Союз у Верховній Раді України",2006-05-25,
Янковський Микола Андрійович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Янукович Віктор Вікторович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
Янукович Віктор Федорович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,2006-09-05
Ярощук Володимир Іванович,Фракція Партії регіонів у Верховній Раді України,2006-05-25,
